dayOfWeek1.period1Max,dayOfWeek1.period1Min,dayOfWeek1.period1Target,dayOfWeek1.period2Max,dayOfWeek1.period2Min,dayOfWeek1.period2Target,dayOfWeek1.period3Max,dayOfWeek1.period3Min,dayOfWeek1.period3Target,dayOfWeek1.period4Max,dayOfWeek1.period4Min,dayOfWeek1.period4Target,dayOfWeek1.period5max,dayOfWeek1.period5min,dayOfWeek1.period5target,dayOfWeek1.sector,dayOfWeek1.sector.id,dayOfWeek2.period1Max,dayOfWeek2.period1Min,dayOfWeek2.period1Target,dayOfWeek2.period2Max,dayOfWeek2.period2Min,dayOfWeek2.period2Target,dayOfWeek2.period3Max,dayOfWeek2.period3Min,dayOfWeek2.period3Target,dayOfWeek2.period4Max,dayOfWeek2.period4Min,dayOfWeek2.period4Target,dayOfWeek2.period5max,dayOfWeek2.period5min,dayOfWeek2.period5target,dayOfWeek2.sector,dayOfWeek2.sector.id,dayOfWeek3.period1Max,dayOfWeek3.period1Min,dayOfWeek3.period1Target,dayOfWeek3.period2Max,dayOfWeek3.period2Min,dayOfWeek3.period2Target,dayOfWeek3.period3Max,dayOfWeek3.period3Min,dayOfWeek3.period3Target,dayOfWeek3.period4Max,dayOfWeek3.period4Min,dayOfWeek3.period4Target,dayOfWeek3.period5max,dayOfWeek3.period5min,dayOfWeek3.period5target,dayOfWeek3.sector,dayOfWeek3.sector.id,dayOfWeek4.period1Max,dayOfWeek4.period1Min,dayOfWeek4.period1Target,dayOfWeek4.period2Max,dayOfWeek4.period2Min,dayOfWeek4.period2Target,dayOfWeek4.period3Max,dayOfWeek4.period3Min,dayOfWeek4.period3Target,dayOfWeek4.period4Max,dayOfWeek4.period4Min,dayOfWeek4.period4Target,dayOfWeek4.period5max,dayOfWeek4.period5min,dayOfWeek4.period5target,dayOfWeek4.sector,dayOfWeek4.sector.id,dayOfWeek5.period1Max,dayOfWeek5.period1Min,dayOfWeek5.period1Target,dayOfWeek5.period2Max,dayOfWeek5.period2Min,dayOfWeek5.period2Target,dayOfWeek5.period3Max,dayOfWeek5.period3Min,dayOfWeek5.period3Target,dayOfWeek5.period4Max,dayOfWeek5.period4Min,dayOfWeek5.period4Target,dayOfWeek5.period5max,dayOfWeek5.period5min,dayOfWeek5.period5target,dayOfWeek5.sector,dayOfWeek5.sector.id,dayOfWeek6.period1Max,dayOfWeek6.period1Min,dayOfWeek6.period1Target,dayOfWeek6.period2Max,dayOfWeek6.period2Min,dayOfWeek6.period2Target,dayOfWeek6.period3Max,dayOfWeek6.period3Min,dayOfWeek6.period3Target,dayOfWeek6.period4Max,dayOfWeek6.period4Min,dayOfWeek6.period4Target,dayOfWeek6.period5max,dayOfWeek6.period5min,dayOfWeek6.period5target,dayOfWeek6.sector,dayOfWeek6.sector.id,dayOfWeek7.period1Max,dayOfWeek7.period1Min,dayOfWeek7.period1Target,dayOfWeek7.period2Max,dayOfWeek7.period2Min,dayOfWeek7.period2Target,dayOfWeek7.period3Max,dayOfWeek7.period3Min,dayOfWeek7.period3Target,dayOfWeek7.period4Max,dayOfWeek7.period4Min,dayOfWeek7.period4Target,dayOfWeek7.period5max,dayOfWeek7.period5min,dayOfWeek7.period5target,dayOfWeek7.sector,dayOfWeek7.sector.id,id,info.capacity,info.cluster,info.eightd_has_available_keys,info.eightd_has_key_dispenser,info.index,info.installDate,info.installed,info.is_installed,info.is_renting,info.is_returning,info.last_reported,info.locked,info.num_bikes_available,info.num_bikes_disabled,info.num_docks_available,info.num_docks_disabled,info.priority,info.removalDate,info.rental_methods,info.secteur_lavage,info.secteur_redist,info.status,info.temporary,info.terminalName,label,threshold.maxMet,threshold.maxMetQty,threshold.minMet,threshold.minMetQty
80,0,50,80,0,50,100,25,65,100,40,70,110,50,80,,,110,70,90,110,55,90,110,55,90,100,55,85,100,55,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,70,,,100,25,70,100,25,70,100,35,65,100,40,80,110,40,80,,,371.0,23,"80,85,85,80",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,18,0,5,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6021,de l'Hôtel-de-Ville / Sherbrooke,,,,
80,20,40,80,20,40,70,20,50,90,10,40,70,10,50,,,90,-10,65,90,-10,65,80,-10,60,60,-10,40,40,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,50,,,90,10,50,90,10,70,90,10,40,60,0,40,55,0,30,,,118.0,19,"50,50,50,25",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,4,0,15,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6022,Molson / William-Tremblay,,,,
30,0,15,40,0,15,30,0,10,40,-10,20,25,-10,10,,,70,-10,40,60,-10,25,60,-10,20,60,-10,25,70,-10,25,plateau_est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,30,,,30,-10,20,30,-10,20,40,-10,25,40,-10,25,55,0,30,,,22.0,51,"30,30,25,25",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,44,1,6,0,0,,"KEY,CREDITCARD",C3,Vieux Montréal,ok,,6023,de la Commune / Berri,2019-06-04T09:10:17-04,32,,
80,20,55,80,20,55,80,20,60,80,40,65,90,40,65,,,80,20,40,100,20,40,70,15,35,80,20,40,70,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,70,10,40,80,10,35,70,20,40,80,20,50,75,5,35,,,23.0,27,"50,40,50,55",false,false,,,true,false,true,true,1970-01-18T20:13:58-05,false,9,0,18,0,0,,"KEY,CREDITCARD",unknown,Hochelaga Est,ok,,6024,Bellerive / Duchesneau,,,,
40,-10,20,40,-10,20,40,0,20,30,-10,10,25,-10,5,,,110,-10,5,60,-10,55,85,20,75,80,20,45,60,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,30,,,50,-10,25,50,-10,25,55,0,30,55,0,30,55,-10,20,,,24.0,15,"10,65,40,25",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,8,1,6,0,0,,"KEY,CREDITCARD",C3,Vieux Montréal,ok,,6025,Notre-Dame / St-Gabriel,,,,
25,-10,5,30,-10,10,40,-10,25,45,-10,25,45,-10,20,,,30,-10,28,40,-10,30,30,-10,20,40,-10,20,40,-10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,-10,30,40,-10,30,45,-10,30,35,-10,20,,,,,,20,-10,5,30,-10,10,40,-10,15,30,-10,15,30,-10,10,,,25,-10,5,30,-10,15,45,-10,20,45,-10,15,40,-10,15,,,25.0,89,"20,25,25,25",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,47,0,42,0,0,,"KEY,CREDITCARD",C3,Vieux Montréal,ok,,6026,de la Commune / Place Jacques-Cartier,2019-06-04T10:05:20-04,37,,
50,0,20,55,0,20,60,10,35,70,10,40,60,0,35,,,10,-10,2,70,-10,55,100,50,75,100,65,80,100,45,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,-10,10,,,40,0,20,40,0,20,40,-10,20,35,0,25,40,0,20,,,26.0,23,"10,70,85,25",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,17,0,6,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6027,de Maisonneuve / Mansfield (ouest),,,,
50,0,20,60,0,30,40,0,20,65,0,30,40,0,20,,,110,-10,50,110,-10,50,30,-10,10,40,-10,20,40,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,20,,,40,0,10,60,0,20,55,20,20,60,0,30,60,10,25,,,27.0,19,"50,20,20,25",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,9,1,9,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6029,Bel Air / St-Antoine,2019-06-04T11:00:20-04,10,,
40,-10,10,40,-10,10,55,-10,20,35,-10,10,30,-10,10,,,110,-10,5,65,-10,55,80,-10,55,60,-10,20,40,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-10,50,,,20,-10,25,20,-10,25,55,-10,30,45,-10,10,40,-10,5,,,28.0,15,"20,55,40,25",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,14,0,1,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6031,St-Antoine / St-François-Xavier,2019-06-04T09:00:17-04,13,,
35,-10,15,35,-10,15,35,-10,10,40,-10,20,20,-10,10,,,15,-10,5,40,-10,20,35,-10,15,30,-10,15,40,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,-10,10,,,30,-10,10,30,-10,10,40,-10,10,45,-10,20,30,-10,5,,,29.0,25,"20,15,30,10",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,19,0,6,0,0,,"KEY,CREDITCARD",C3,Centre Ville,ok,,6032,Métro Place-d'Armes (Viger / St-Urbain),2019-06-04T09:15:17-04,12,,
80,30,60,80,30,60,100,35,50,80,45,60,90,55,70,,,110,10,50,90,0,30,70,0,35,80,25,60,70,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,50,,,80,30,60,80,30,60,85,20,50,80,20,50,85,45,60,,,30.0,23,"50,45,65,80",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,8,1,14,0,0,,"KEY,CREDITCARD",N3,Rosemont Est,ok,,6033,15e avenue / Beaubien,,,,
30,-10,10,30,-10,10,40,-10,10,40,-10,10,25,-10,5,,,10,-10,3,35,-10,10,50,-10,20,40,-10,20,40,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,-10,10,,,25,-10,5,25,-10,5,40,-10,20,30,-10,10,25,-10,5,,,31.0,11,"8,60,85,20",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,1,1,0,0,,"KEY,CREDITCARD",C3,Centre Ville,ok,,6034,St-Urbain / René-Lévesque,2019-06-04T05:56:07-04,1,,
15,-10,5,50,-10,20,45,-10,10,40,-10,10,30,-10,5,,,15,-10,5,60,-10,30,85,30,50,50,-10,35,50,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,-10,20,,,30,-10,10,30,-10,10,60,-10,15,50,-10,20,35,-10,15,,,32.0,23,"25,60,30,10",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,9,0,14,0,0,,"KEY,CREDITCARD",C2,Centre Ville,ok,,6035,Viger / Chenneville,,,,
35,-10,20,35,-10,20,30,-10,20,35,-10,15,30,-10,10,,,30,-10,10,65,-10,40,40,-10,20,55,0,20,30,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,-10,20,,,20,-10,10,20,-10,10,40,-10,20,45,-10,20,40,-10,20,,,33.0,47,"33,20,20,20",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,43,1,3,0,0,,"KEY,CREDITCARD",C3,Vieux Montréal,ok,,6036,de la Commune / St-Sulpice,2019-06-04T08:30:14-04,17,,
15,-10,5,60,-10,50,50,20,20,30,-10,10,20,-10,5,,,110,-10,28,65,-10,40,80,10,60,40,-10,20,30,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-10,20,,,50,-10,20,35,-10,10,40,20,20,30,-10,15,20,-10,10,,,34.0,15,"10,60,50,10",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,13,1,1,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6037,St-Nicolas / Place d'Youville,2019-06-04T09:00:20-04,14,,
55,-10,20,55,-10,20,40,-10,20,35,-10,10,20,-10,5,,,20,-10,10,70,-10,55,100,-10,80,100,-10,50,55,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,40,,,40,-10,25,40,-10,25,60,-10,40,60,-10,40,60,-10,30,,,35.0,23,"20,70,60,10",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,22,1,0,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6038,McGill / Place d'Youville,2019-06-04T12:10:23-04,22,,
60,-10,30,60,-10,30,55,-10,25,55,-10,25,40,-10,15,,,15,-10,4,60,-10,45,100,10,75,100,10,40,60,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-10,40,,,55,-10,25,60,-10,30,70,20,40,70,10,40,70,10,40,,,36.0,23,"25,60,57,10",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,14,0,9,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6039,McGill / des Récollets,,,,
55,-10,20,55,-10,20,60,-10,30,50,-1,10,20,-10,10,,,20,-10,5,50,-10,40,90,30,70,90,0,40,70,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,25,,,40,-10,10,40,-10,20,50,-10,25,45,-10,20,50,-10,15,,,37.0,23,"20,60,60,10",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,12,0,11,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6040,St-Jacques / St-Pierre,,,,
55,-10,10,55,-10,10,40,-10,10,30,-10,10,30,-10,5,,,110,-10,70,100,-10,65,90,30,75,110,10,35,45,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,30,,,55,0,30,55,0,30,55,-10,30,50,0,30,30,0,10,,,38.0,31,"20,80,60,35",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,29,0,2,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6041,St-Jacques / McGill,2019-06-04T12:10:24-04,29,,
40,-10,10,40,-10,10,50,-10,30,20,-10,5,15,-10,5,,,110,-10,10,70,-10,55,90,55,75,100,60,70,55,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,45,-10,10,45,-10,10,60,0,25,50,-10,20,40,-10,15,,,39.0,27,"50,60,80,35",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,12,0,15,0,0,,"KEY,CREDITCARD",C2,Centre Ville,ok,,6042,de la Gauchetière / Robert-Bourassa,,,2019-06-04T11:00:23-04,7
40,-10,10,40,-10,10,50,-10,20,35,0,10,25,-10,10,,,80,-10,50,80,-10,50,80,25,70,110,10,60,110,55,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,60,-10,20,60,-10,20,60,0,25,45,-10,20,45,0,20,,,40.0,19,"10,60,90,45",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,5,0,14,0,0,,"KEY,CREDITCARD",C2,Centre Ville,ok,,6043,Square Victoria (Viger / du Square-Victoria),,,,
110,-10,60,110,-10,60,110,-10,65,110,-10,80,110,-10,85,,,110,-10,85,110,-10,55,110,-10,40,110,-10,55,110,-10,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,-10,55,,,110,-10,50,110,-10,50,110,-10,50,110,-10,50,110,-10,70,,,167.0,23,"45,30,55,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,2,0,21,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6044,Roy / St-André,,,,
30,-10,10,30,-10,10,30,-10,10,25,-10,5,20,-10,5,,,15,-10,5,65,-10,55,110,65,90,100,35,60,60,-10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,30,-10,10,30,-10,10,40,-10,20,30,-10,15,20,-10,5,,,42.0,51,"50,85,50,30",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,19,0,32,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6046,Métro Bonaventure (de la Gauchetière / de la Cathédrale),,,2019-06-04T11:00:24-04,17
60,0,30,60,0,40,85,10,40,60,0,20,60,-10,25,,,10,-10,5,60,-10,40,110,55,70,110,35,60,100,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,0,40,60,0,45,85,0,40,80,0,50,90,25,50,,,116.0,39,"30,65,85,30",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,33,2,4,0,0,,"KEY,CREDITCARD",C5,McGill,ok,,6047,University / Prince-Arthur,,,,
40,-10,25,55,-10,25,70,-10,35,60,0,30,35,-10,5,,,110,-10,5,55,-10,50,110,30,75,110,0,85,40,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,40,,,60,-10,40,70,-10,45,70,-10,45,70,-10,45,60,-10,25,,,44.0,19,"25,75,60,10",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,19,0,0,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6048,Ottawa / Prince,,,,
40,-10,25,30,0,10,40,-10,20,40,-10,20,35,-10,10,,,110,-10,5,70,-10,60,100,40,85,110,55,80,100,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-10,35,,,30,-10,10,30,-10,10,40,0,20,40,0,20,55,0,30,,,45.0,47,"30,70,40,20",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,43,0,4,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6049,Queen / Wellington,,,,
45,-10,25,55,-10,35,60,0,20,55,0,25,35,-10,15,,,20,-10,5,50,-10,40,95,40,70,95,55,60,90,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-10,35,,,55,-10,20,50,-10,30,55,-10,35,55,-10,25,60,-10,20,,,46.0,39,"50,70,40,10",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,21,1,17,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6050,St-Maurice / Robert-Bourassa,,,,
50,-10,20,50,-10,20,90,-10,50,90,-10,45,60,-10,20,,,70,-10,50,70,-10,50,80,0,50,90,0,40,80,-10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-10,20,,,60,-10,15,60,-10,15,90,-10,30,80,-10,30,60,-10,15,,,47.0,22,"50,55,35,20",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,11,0,11,0,0,,"KEY,CREDITCARD",C10,Rosemont Ouest,ok,,6051,de Gaspé / Marmier,,,,
40,-10,20,40,-10,20,25,-10,15,20,-10,10,20,-10,10,,,110,-10,20,100,0,20,90,10,85,110,10,50,25,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-10,35,,,30,-10,20,30,-10,20,35,-10,15,35,-10,15,45,-10,20,,,48.0,105,"55,70,15,15",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,94,0,11,0,0,,"KEY,CREDITCARD",C2,Vieux Montréal,ok,,6052,de la Commune / King,,,,
50,-10,30,50,-10,30,50,-10,30,30,-10,15,25,-10,10,,,30,0,5,65,-10,55,95,45,85,100,55,85,70,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,40,,,30,-10,5,30,-10,5,30,-10,5,30,-10,10,30,-10,5,,,49.0,23,"35,85,85,10",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,23,0,0,0,0,,"KEY,CREDITCARD",C2,Centre Ville,ok,,6053,du Président-Kennedy / Jeanne-Mance,2019-06-04T12:00:28-04,22,,
60,0,25,60,0,25,60,0,40,55,0,35,60,20,40,,,50,-10,30,60,-10,55,100,55,90,110,35,50,110,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,60,,,80,-10,50,80,-10,50,80,-10,50,60,0,40,60,0,40,,,50.0,23,"38,85,85,20",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,2,0,21,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6057,Peel / de la Gauchetiere,,,2019-06-04T11:00:28-04,9
50,-10,30,50,-10,30,40,-10,20,20,-10,10,20,-10,5,,,15,-10,5,60,-10,50,90,60,75,100,55,80,90,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,40,,,80,0,40,80,0,40,85,0,55,85,10,55,80,0,40,,,51.0,23,"50,60,70,40",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,13,0,10,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6058,Cypress / Peel,,,2019-06-04T11:55:27-04,13
60,-10,40,60,-10,40,60,-10,30,25,-10,10,20,-10,5,,,110,-10,5,70,-10,60,90,50,80,110,45,60,95,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,-10,20,,,40,0,20,30,0,10,40,-10,20,55,0,30,60,0,30,,,52.0,39,"30,60,45,15",false,false,100,,true,false,true,true,1970-01-18T20:14:23-05,false,31,2,6,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6059,de la Cathédrale / René-Lévesque,,,,
80,-10,50,80,-10,50,60,-10,25,30,-10,20,25,-10,5,,,70,-10,40,85,10,70,110,45,65,110,45,70,110,35,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,20,,,40,-10,20,40,-10,20,50,-10,30,50,-10,25,40,-10,20,,,53.0,15,"30,55,75,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,8,1,6,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6060,Mansfield / René-Lévesque,,,,
40,-10,25,40,-10,25,40,-10,20,55,-10,25,40,-10,10,,,10,-10,5,70,-10,65,100,45,75,110,35,50,45,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,25,,,55,0,25,55,0,25,60,-10,30,50,0,25,55,0,25,,,54.0,11,"30,60,75,40",false,false,,,false,false,false,true,1970-01-18T19:28:17-05,false,0,1,10,0,0,,"KEY,CREDITCARD",C1,Centre Ville,bloquée,,6061,McGill College / Ste-Catherine,,,2019-06-04T11:00:32-04,0
80,0,30,80,0,30,50,-10,40,55,0,30,50,0,25,,,30,-10,20,80,10,60,100,45,85,110,65,80,110,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,10,50,,,70,20,50,70,10,35,80,-10,40,80,0,35,80,20,50,,,55.0,35,"20,70,70,25",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,15,0,20,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6062,Drummond / Ste-Catherine,,,2019-06-04T12:00:31-04,15
30,-10,10,30,-10,10,45,-10,20,15,-10,5,15,-10,5,,,15,-10,5,75,-10,60,95,45,77,110,60,90,60,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,10,,,45,0,20,50,0,25,40,0,20,55,0,30,60,0,30,,,56.0,43,"20,70,85,55",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,41,0,2,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6063,Drummond / de Maisonneuve,2019-06-04T09:15:27-04,34,,
30,-10,10,30,-10,10,40,-10,20,20,-10,5,15,-10,5,,,5,-10,2,70,-10,55,100,45,90,110,60,85,85,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,-10,20,,,55,10,30,60,10,35,60,0,30,65,10,30,65,10,35,,,57.0,57,"20,60,80,60",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,51,1,5,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,6064,Métro Peel (de Maisonneuve / Stanley),,,,
50,-10,20,50,-10,20,55,-10,25,60,10,40,30,0,10,,,80,35,60,80,35,60,90,50,80,110,30,75,80,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,55,-10,25,55,-10,25,55,-10,25,70,0,50,80,0,25,,,58.0,23,"25,65,75,55",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,15,0,8,0,0,,"KEY,CREDITCARD",C1,Centre Ouest,ok,,6065,de la Montagne / Sherbrooke,,,,
70,0,40,70,0,40,70,0,50,60,0,40,60,10,35,,,110,35,85,110,40,80,110,60,75,110,45,60,110,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,40,,,35,-10,20,35,-10,20,70,20,45,70,0,40,70,10,40,,,372.0,23,"15,65,90,35",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,18,0,5,0,0,,"KEY,CREDITCARD",C1,McGill,ok,,6066,McTavish / des Pins,,,,
40,-10,20,40,-10,20,40,-10,20,30,-10,10,50,0,20,,,15,-10,5,70,-10,50,95,40,80,100,65,80,100,45,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-10,20,,,55,0,35,50,0,35,60,10,40,60,10,35,60,0,45,,,59.0,19,"20,65,95,65",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,15,0,4,0,0,,"KEY,CREDITCARD",C2,Centre Ville,ok,,6067,Union / de Maisonneuve,,,,
